,food,Saturated Fats,Nutrition Density,Protein,Dietary Fiber,Caloric Value,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Rasio Lemak Jenuh ke Protein,Rasio Lemak Jenuh ke Serat,Fat Category
705,coffeecake with chocolate frosting,2.5,99.233,4.5,1.8,298,5.1,1.3,48.4,0.5555555555555556,1.3888888888888888,Normal Fat
706,popcorn cake,0.074,10.7,1.0,0.3,38,0.06,0.1,8.0,0.074,0.24666666666666667,Normal Fat
707,banana cream pie,44.6,1533.5,52.2,8.3,3190,67.8,39.0,390.2,0.8544061302681992,5.373493975903614,High Fat
708,baked apple pie mcdonalds,1.1,33.3,0.9,0.6,91,2.6,0.3,12.3,1.2222222222222223,1.8333333333333335,Normal Fat
709,sponge cake,0.8,71.264,4.6,0.0,187,1.0,0.4,36.4,0.1739130434782609,,Normal Fat
710,yellow cake,2.7,150.51,3.6,0.5,245,4.2,2.4,36.0,0.75,5.4,Normal Fat
711,shortcake,1.1,78.182,1.7,0.0,98,1.7,1.0,13.7,0.6470588235294118,,Normal Fat
712,cherry pie,5.4,119.444,5.0,0.0,486,9.6,5.8,69.3,1.08,,Normal Fat
713,dutch apple pie,3.2,110.281,3.0,2.2,397,7.9,2.9,61.0,1.0666666666666667,1.4545454545454546,Normal Fat
714,chocolate cake,5.2,130.2,5.0,1.5,352,5.7,2.6,50.7,1.04,3.466666666666667,Normal Fat
715,marshmallow,0.045,17.445,0.4,0.013,64,0.035,0.06,16.3,0.11249999999999999,3.4615384615384617,Normal Fat
716,sugar apple,0.009,23.644,1.6,3.4,72,0.031,0.095,18.2,0.005624999999999999,0.0026470588235294116,Normal Fat
717,toffee,2.5,12.023,0.1,0.0,67,1.1,0.1,7.8,25.0,,Normal Fat
718,vanilla fudge with nuts,1.1,39.577,0.8,0.3,123,0.7,1.9,21.1,1.375,3.666666666666667,Normal Fat
719,peanuts chocolate coated,0.6,8.305,0.5,0.2,21,0.5,0.2,2.0,1.2,2.9999999999999996,Normal Fat
720,caramel with nuts chocolate coated,0.7,24.683,1.3,0.6,66,1.3,0.8,8.5,0.5384615384615384,1.1666666666666667,Normal Fat
721,gingerbread,3.1,106.123,2.9,0.0,263,5.3,3.1,36.4,1.0689655172413794,,Normal Fat
722,rolo nestle,0.6,1.234,0.009,0.0,24,3.4,2.9,0.2,66.66666666666667,,Normal Fat
723,vanilla fudge,1.0,35.944,0.3,0.0,108,0.4,0.084,23.2,3.3333333333333335,,Normal Fat
724,halavah,2.9,95.618,8.7,3.2,328,5.7,5.9,42.3,0.33333333333333337,0.9062499999999999,Normal Fat
725,praline,0.9,53.4,1.3,1.4,189,5.7,3.0,23.2,0.6923076923076923,0.6428571428571429,Normal Fat
726,fruit juice bar,0.0,28.671,0.9,0.8,67,0.0,0.026,15.6,0.0,0.0,Normal Fat
727,peanut brittle,1.2,36.343,2.1,0.7,138,2.3,1.3,20.2,0.5714285714285714,1.7142857142857144,Normal Fat
728,butterscotch,0.1,5.351,0.079,0.0,21,0.07,0.076,4.8,1.2658227848101267,,Normal Fat
729,chocolate coffee beans,5.1,77.127,2.1,1.6,155,3.9,0.4,15.6,2.4285714285714284,3.1874999999999996,Normal Fat
730,nougat with almonds,0.2,18.658,0.5,0.5,56,0.0,0.0,12.9,0.4,0.4,Normal Fat
731,carob,7.3,25.013,2.0,1.0,135,0.1,0.028,14.1,3.65,7.3,Normal Fat
732,peanut butter fudge,0.3,21.055,0.6,0.1,62,0.5,0.3,12.4,0.5,2.9999999999999996,Normal Fat
733,sugar coated almonds,0.016,6.936,0.4,0.013,17,0.4,0.1,2.4,0.04,1.2307692307692308,Normal Fat
734,chocolate coated marshmallow,1.3,39.096,1.1,0.6,118,2.6,0.5,19.0,1.1818181818181817,2.166666666666667,Normal Fat
735,raisins chocolate coated,10.3,178.329,4.1,3.1,390,3.1,0.6,68.4,2.51219512195122,3.3225806451612905,High Fat
736,chewing gum sugarless,0.09,2.378,0.0,0.078,5,0.081,0.038,1.9,inf,1.1538461538461537,Normal Fat
737,chewing gum,0.058,2.973,0.0,0.012,11,0.06,0.015,2.9,inf,4.833333333333333,Normal Fat
738,chocolate syrup,0.2,33.955,0.8,1.0,109,0.1,0.011,25.4,0.25,0.2,Normal Fat
739,chocolate fudge syrup,0.8,24.726,0.9,0.5,67,0.7,0.086,12.0,0.888888888888889,1.6,Normal Fat
740,m ms milk chocolate mars,5.5,86.651,1.8,1.2,207,2.2,0.4,29.9,3.0555555555555554,4.583333333333334,Normal Fat
741,milk chocolate with almonds,7.3,134.811,3.7,2.5,216,4.9,1.2,21.9,1.9729729729729728,2.92,Normal Fat
742,chocolate fudge,1.1,24.119,0.4,0.3,70,0.5,0.055,13.0,2.75,3.666666666666667,Normal Fat
743,milk chocolate with rice cereal,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,Normal Fat
744,m ms peanut chocolate mars,1.8,36.623,1.7,0.7,93,1.5,0.6,10.9,1.0588235294117647,2.5714285714285716,Normal Fat
745,dark chocolate,5.7,31.848,1.5,2.2,165,2.9,0.3,18.0,3.8000000000000003,2.590909090909091,Normal Fat
746,chocolate semisweet,29.8,233.9,7.1,9.9,806,16.7,1.6,107.4,4.19718309859155,3.01010101010101,High Fat
747,after eight mints nestle,0.7,9.163,0.1,0.2,36,0.0,0.0,6.7,6.999999999999999,3.4999999999999996,Normal Fat
748,milk chocolate,1.3,20.464,0.5,0.2,37,0.5,0.036,4.2,2.6,6.5,Normal Fat
749,white chocolate,5.8,89.212,1.8,0.081,162,2.7,0.3,17.8,3.222222222222222,71.60493827160494,Normal Fat
750,chocolate,8.2,53.6,1.6,2.3,208,4.6,0.4,24.8,5.124999999999999,3.5652173913043477,Normal Fat
751,twix mars,5.5,27.86,1.4,0.3,146,0.9,0.2,18.8,3.928571428571429,18.333333333333336,Normal Fat
752,kit kat nestle,2.2,11.843,0.7,0.2,62,0.6,0.097,7.6,3.1428571428571432,11.0,Normal Fat
753,snickers mars,5.2,54.826,4.3,1.3,280,4.5,1.7,35.1,1.2093023255813955,4.0,Normal Fat
754,milky way mars,7.0,54.438,2.3,0.6,264,1.3,0.2,41.3,3.0434782608695654,11.666666666666668,Normal Fat
755,clif bar,1.0,378.2,10.0,5.0,235,0.7,1.5,44.5,0.1,0.2,Normal Fat
756,gum drops,0.05,4.418,0.0,0.0,18,0.1,0.012,4.4,inf,,Normal Fat
757,skittles wild berry mars,2.6,100.6,0.1,0.0,249,0.0,0.0,56.3,26.0,,Normal Fat
758,skittles original mars,2.6,100.5,0.1,0.0,251,0.0,0.0,56.3,26.0,,Normal Fat
759,skittles tropical mars,0.0,100.7,0.1,0.0,251,0.0,0.0,56.3,0.0,,Normal Fat
760,fruit leather,0.025,33.811,0.029,0.0,52,0.2,0.05,12.0,0.8620689655172414,,Normal Fat
761,taffy,0.3,14.358,0.087,0.0,60,0.1,0.045,13.7,3.4482758620689657,,Normal Fat
762,eisbonbons mac iver,0.0,0.0,0.0,0.0,23,5.6,4.0,0.0,,,Normal Fat
763,caramels,0.3,23.208,0.5,0.0,39,0.2,0.4,7.8,0.6,,Normal Fat
764,hard candy,0.0,6.182,0.0,0.0,24,0.0,0.0,5.9,,,Normal Fat
765,jellybeans,0.0,1.216,0.0,0.083,4,0.0,0.0,1.0,,0.0,Normal Fat
766,jellies,0.033,16.779,0.005,0.2,56,0.059,0.071,14.7,6.6000000000000005,0.165,Normal Fat
767,wheat germ toasted,0.5,49.3,8.7,4.5,115,0.5,2.0,14.9,0.0574712643678161,0.1111111111111111,Normal Fat
768,crispy brown rice,0.2,42.6,2.3,2.3,124,0.3,0.5,27.5,0.08695652173913045,0.08695652173913045,Normal Fat
769,bran flakes asda,0.2,0.8,0.0,0.0,109,19.5,3.6,0.2,inf,,Normal Fat
770,amaranth cooked,0.0,185.2,9.3,5.2,251,0.0,0.0,46.0,0.0,0.0,Normal Fat
771,triticale,0.7,243.5,25.1,0.0,645,0.4,1.8,138.5,0.02788844621513944,,Normal Fat
772,barley raw,0.041,16.3,1.2,1.9,42,0.096,0.038,9.3,0.03416666666666667,0.021578947368421055,Normal Fat
773,bulgur dry,0.1,72.6,6.1,9.2,171,0.06,0.3,37.9,0.01639344262295082,0.010869565217391306,Normal Fat
774,cottonseed kernels roasted,14.5,313.9,48.6,8.2,754,10.3,26.9,32.6,0.29835390946502055,1.7682926829268295,High Fat
775,rice bran,4.9,213.0,15.8,24.8,373,8.9,8.8,58.6,0.310126582278481,0.19758064516129034,Normal Fat
776,chaptti roti indian bread,2.5,9.551,7.0,0.0,491,99.9,17.5,0.089,0.35714285714285715,,Normal Fat
777,quinoa cooked,0.4,90.6,8.1,5.2,222,1.0,2.0,39.4,0.04938271604938272,0.07692307692307693,Normal Fat
778,dar vida swiss original,0.3,3.6,0.0,0.0,116,17.8,2.8,0.5,inf,,Normal Fat
779,teff cooked,0.0,197.2,9.8,7.1,255,0.0,0.0,50.0,0.0,0.0,Normal Fat
780,couscous dry,0.2,209.3,22.1,8.7,650,0.2,0.4,134.0,0.009049773755656108,0.02298850574712644,Normal Fat
781,weetabix weetabix,396.1,11.5,0.0,0.0,2078,68.9,57.4,0.0,inf,,High Fat
782,oat bran cooked,0.4,63.5,7.0,5.7,88,0.6,0.7,25.1,0.05714285714285715,0.07017543859649122,Normal Fat
783,buckwheat cooked,0.2,57.8,5.7,4.5,155,0.3,0.3,33.5,0.03508771929824561,0.044444444444444446,Normal Fat
784,millet puffed,0.1,23.1,2.7,0.6,74,0.2,0.4,16.8,0.037037037037037035,0.16666666666666669,Normal Fat
785,oat bran raw,0.077,65.9,1.3,1.2,23,0.2,0.2,4.9,0.059230769230769226,0.06416666666666666,Normal Fat
786,popcorn oil popped,0.8,12.109,0.8,0.9,64,1.1,2.6,5.0,1.0,0.888888888888889,Normal Fat
787,kamut cooked,0.0,92.5,11.1,6.7,251,0.0,0.0,52.4,0.0,0.0,Normal Fat
788,wheat bran,0.4,122.1,9.0,24.8,125,0.4,1.3,37.4,0.044444444444444446,0.016129032258064516,Normal Fat
789,cheese popcorn,0.7,24.284,1.0,1.1,58,1.1,1.7,5.7,0.7,0.6363636363636362,Normal Fat
790,raisin bran crunch kelloggs,0.0,23.6,1.9,0.0,90,0.0,0.0,21.2,0.0,,Normal Fat
791,couscous cooked,0.091,58.2,6.0,2.2,176,0.063,0.1,36.5,0.015166666666666667,0.04136363636363636,Normal Fat
792,multigrain cheerios general mills,0.0,1.248,0.038,0.1,4,0.08,0.095,1.0,0.0,0.0,Normal Fat
793,bulgur cooked,0.053,67.9,5.6,8.2,151,0.083,0.2,33.8,0.009464285714285715,0.006463414634146342,Normal Fat
794,popcorn air popped,0.011,9.7,1.0,1.2,31,0.014,0.2,6.2,0.011,0.009166666666666667,Normal Fat
795,teff raw,0.9,548.9,25.7,15.4,708,1.1,2.1,141.1,0.03501945525291829,0.05844155844155844,Normal Fat
796,spelt cooked,0.0,93.8,10.7,7.6,246,0.0,0.0,51.3,0.0,0.0,Normal Fat
797,millet raw,1.4,215.1,22.0,17.0,756,1.5,4.3,145.7,0.06363636363636363,0.08235294117647059,Normal Fat
798,popcorn unpopped,0.2,31.1,3.1,3.6,106,0.3,0.7,20.9,0.06451612903225806,0.05555555555555556,Normal Fat
799,whole wheat cooked,0.1,61.3,4.8,3.9,150,0.1,0.5,33.2,0.020833333333333336,0.025641025641025644,Normal Fat
800,wheat sprouted,0.2,91.9,8.1,1.2,214,0.2,0.6,45.9,0.02469135802469136,0.16666666666666669,Normal Fat
801,whole wheat dry,0.031,39.6,3.1,2.7,96,0.095,0.3,21.1,0.01,0.011481481481481481,Normal Fat
802,caramel popcorn,1.0,41.396,1.1,1.5,122,0.8,1.3,22.4,0.9090909090909091,0.6666666666666666,Normal Fat
803,wheat puffed,0.025,19.2,1.8,0.5,44,0.0,0.0,9.6,0.01388888888888889,0.05,Normal Fat
804,roggenmischbrot sonnenblumenkerne aldi,9.9,3.1,0.0,0.0,82,2.5,0.0,0.0,inf,,Normal Fat
805,wheat germ,0.5,44.4,7.2,4.1,112,0.4,1.9,16.1,0.06944444444444445,0.12195121951219513,Normal Fat
806,microwave popcorn,12.7,93.352,7.3,8.7,465,9.2,3.6,49.8,1.7397260273972601,1.4597701149425288,High Fat
807,millet cooked,0.3,57.6,6.1,2.3,207,0.3,0.9,41.2,0.04918032786885246,0.13043478260869565,Normal Fat
808,kamut raw,0.4,180.788,27.3,16.9,627,0.4,1.1,130.9,0.014652014652014652,0.02366863905325444,Normal Fat
809,wheat durum,0.9,239.7,26.3,0.0,651,0.7,1.9,136.6,0.034220532319391636,,Normal Fat
810,sorghum,0.9,245.6,21.7,12.1,651,1.9,2.6,143.3,0.041474654377880185,0.0743801652892562,Normal Fat
811,white wheat,0.5,264.3,21.7,23.4,657,0.4,1.4,145.7,0.02304147465437788,0.021367521367521368,Normal Fat
812,rye,0.3,219.0,17.5,25.5,571,0.4,1.3,128.2,0.017142857142857144,0.011764705882352941,Normal Fat
813,spelt raw,0.7,225.0,25.4,18.6,588,0.8,2.2,122.1,0.027559055118110236,0.03763440860215053,Normal Fat
814,buckwheat raw,0.007,14.3,1.6,1.2,41,0.1,0.1,8.6,0.0043749999999999995,0.005833333333333334,Normal Fat
815,honey cereali general mills,21.2,5.0,0.0,0.0,104,3.0,188.0,3.0,inf,,High Fat
816,barley cooked,0.1,73.9,3.5,6.0,193,0.039,0.3,44.3,0.028571428571428574,0.016666666666666666,Normal Fat
817,oats,0.1,16.0,1.7,1.1,39,0.2,0.3,6.6,0.05882352941176471,0.09090909090909091,Normal Fat
818,amaranth raw,0.1,26.4,1.4,0.7,37,0.2,0.3,6.5,0.07142857142857144,0.14285714285714288,Normal Fat
819,semolina,0.3,186.8,21.2,6.5,601,0.2,0.7,121.6,0.014150943396226415,0.04615384615384615,Normal Fat
820,quinoa dry,0.4,85.7,8.5,4.2,221,1.0,2.0,38.5,0.047058823529411764,0.09523809523809523,Normal Fat
821,wheat shredded,0.2,76.9,5.2,5.5,155,0.2,0.6,36.2,0.038461538461538464,0.03636363636363637,Normal Fat
822,cattail,0.0,12.7,0.2,0.9,5,0.0,0.0,1.0,0.0,0.0,Normal Fat
823,peanut granola bar,0.8,34.218,2.4,0.7,116,1.7,2.9,15.0,0.33333333333333337,1.142857142857143,Normal Fat
824,vanilla bluberry bar kind,8.4,2.3,0.0,0.0,49,2.5,0.7,0.9,inf,,Normal Fat
825,coconut granola bar,6.4,40.5,1.5,1.8,150,1.4,0.9,15.6,4.266666666666667,3.555555555555556,Normal Fat
826,almond granola bar,3.0,32.3,1.8,1.2,119,1.9,0.9,14.9,1.6666666666666665,2.5,Normal Fat
827,chocolate chip granola bar,2.7,43.38,1.8,1.1,105,0.6,0.3,17.3,1.5,2.4545454545454546,Normal Fat
828,fruit granola bar,0.034,24.1,1.4,1.8,82,0.032,0.093,18.6,0.02428571428571429,0.01888888888888889,Normal Fat
829,granola bar,0.5,34.5,2.1,1.1,99,0.9,2.5,13.5,0.23809523809523808,0.45454545454545453,Normal Fat
830,peanut bar,1.9,71.9,6.2,1.6,209,6.7,4.3,19.0,0.30645161290322576,1.1874999999999998,Normal Fat
831,milk cereal bar,2.3,130.334,1.6,0.1,103,0.3,0.01,18.0,1.4374999999999998,22.999999999999996,Normal Fat
832,almond rice bar,1.1,52.5,2.0,1.0,128,2.1,2.2,18.1,0.55,1.1,Normal Fat
833,fruit nut squares,0.1,14.762,0.3,0.3,55,0.2,1.0,10.3,0.33333333333333337,0.33333333333333337,Normal Fat
834,rice wheat cereal bar,0.0,27.8,2.0,0.4,90,1.4,0.5,16.0,0.0,0.0,Normal Fat
835,crisped rice bar,1.5,33.9,1.4,0.6,113,1.1,1.0,20.4,1.0714285714285714,2.5,Normal Fat
836,brown rice raw,1.1,214.8,14.7,6.5,685,2.0,1.9,142.9,0.07482993197278913,0.16923076923076924,Normal Fat
837,rice pilaf cooked,1.8,149.399,7.0,1.4,352,3.7,3.0,61.1,0.2571428571428572,1.2857142857142858,Normal Fat
838,beef flavored rice raw,0.0,227.9,19.8,2.9,657,0.0,0.0,139.1,0.0,0.0,Normal Fat
839,wild rice cooked,0.078,51.0,6.5,3.0,166,0.03,0.3,35.0,0.012,0.026,Normal Fat
840,wild rice raw,0.2,191.7,23.6,9.9,571,0.3,1.1,119.8,0.00847457627118644,0.020202020202020204,Normal Fat
841,congee with pork shrimp and squid plus egg,39.3,0.3,0.0,0.0,178,2.8,0.0,0.0,inf,,High Fat
842,white rice pasta cooked,1.1,77.7,5.1,5.1,246,2.3,1.9,43.3,0.21568627450980396,0.21568627450980396,Normal Fat
843,chicken flavored rice raw,0.7,184.3,17.9,2.0,601,0.6,0.8,127.3,0.03910614525139665,0.35,Normal Fat
844,instant white rice raw,0.1,115.2,7.4,1.8,361,0.1,0.2,78.2,0.013513513513513514,0.05555555555555556,Normal Fat
845,rice crisps,0.065,43.9,1.8,0.2,107,0.017,0.09,24.1,0.036111111111111115,0.325,Normal Fat
846,parboiled white rice raw,0.5,306.3,13.9,3.3,692,0.5,0.6,149.6,0.03597122302158273,0.15151515151515152,Normal Fat
847,instant white rice cooked,0.088,62.9,3.6,1.0,193,0.1,0.032,41.4,0.024444444444444442,0.088,Normal Fat
848,rice pilaf raw,0.0,356.56,21.3,2.4,732,0.0,0.0,155.7,0.0,0.0,Normal Fat
849,rice cracker cake,0.2,30.9,2.0,1.2,111,0.4,0.4,23.0,0.1,0.16666666666666669,Normal Fat
850,parboiled white rice cooked,0.1,80.7,4.6,1.4,194,0.1,0.1,41.2,0.02173913043478261,0.07142857142857144,Normal Fat
851,white rice steamed,0.0,57.6,4.2,1.2,199,0.0,0.0,44.7,0.0,0.0,Normal Fat
852,brown rice cake,0.062,9.8,0.7,0.4,35,0.083,0.005,7.3,0.08857142857142858,0.155,Normal Fat
853,glutinous white rice raw,0.2,193.3,12.6,5.2,685,0.4,0.4,151.1,0.015873015873015876,0.038461538461538464,Normal Fat
854,white rice pasta raw,0.7,224.6,15.3,0.0,600,1.0,1.6,122.8,0.0457516339869281,,Normal Fat
855,glutinous white rice cooked,0.056,45.9,3.5,1.7,169,0.1,0.1,36.7,0.016,0.03294117647058824,Normal Fat
856,brown rice cooked,0.3,75.9,4.5,3.5,218,0.6,0.6,45.8,0.06666666666666667,0.08571428571428572,Normal Fat
857,beef flavored rice cooked,2.1,97.7,7.0,1.5,319,3.5,2.9,54.4,0.3,1.4000000000000001,Normal Fat
858,white rice cooked,0.1,67.5,4.3,0.6,205,0.1,0.1,44.5,0.023255813953488375,0.16666666666666669,Normal Fat
859,chicken flavored rice cooked,1.7,89.138,6.2,1.6,317,3.3,2.7,54.8,0.27419354838709675,1.0625,Normal Fat
860,white rice raw,0.3,224.5,13.2,2.4,675,0.4,0.3,147.9,0.022727272727272728,0.125,Normal Fat
861,cheese imitation,6.6,863.2,28.3,0.0,441,16.0,12.0,1.1,0.2332155477031802,,Normal Fat
862,cheshire cheese,5.5,198.767,6.6,0.0,110,2.5,0.2,1.4,0.8333333333333334,,Normal Fat
863,monterey cheese,21.5,906.7,27.7,0.0,421,9.9,1.0,0.8,0.776173285198556,,High Fat
864,edam cheese,5.6,235.628,7.5,0.0,107,2.4,0.2,0.4,0.7466666666666666,,Normal Fat
865,fontina cheese,20.7,657.4,27.6,0.0,420,9.4,1.8,1.7,0.7499999999999999,,High Fat
866,monterey cheese low fat,15.9,854.8,31.9,0.0,350,6.4,0.9,0.8,0.4984326018808778,,High Fat
867,colby cheese,22.8,841.3,26.8,0.0,445,10.5,1.1,2.9,0.8507462686567164,,High Fat
868,american cheese,4.5,274.886,4.5,0.0,93,2.1,0.3,0.9,1.0,,Normal Fat
869,blue cheese,5.6,174.154,6.4,0.0,106,2.3,0.2,0.7,0.8749999999999999,,Normal Fat
870,nectarine,0.066,20.735,1.6,2.6,66,0.1,0.2,15.8,0.04125,0.025384615384615384,Normal Fat
871,kiwifruit gold,0.008,159.686,0.8,1.1,51,0.099,0.051,12.8,0.01,0.007272727272727273,Normal Fat
872,prickly pear raw,0.0,39.263,0.001,1.0,8,0.0,0.0,1.9,0.0,0.0,Normal Fat
873,pineapple,0.074,13.97,0.5,1.3,45,0.001,0.087,11.8,0.148,0.056923076923076917,Normal Fat
874,rowan,0.6,176.4,5.2,14.1,253,0.0,0.0,54.5,0.11538461538461538,0.0425531914893617,Normal Fat
875,muscadine grapes,0.0,3.38,0.014,0.2,3,0.0,0.0,0.8,0.0,0.0,Normal Fat
876,heidelbeeren jutro,0.039,0.6,0.0,0.0,17,2.5,2.4,0.4,inf,,Normal Fat
877,prunes stewed,0.085,157.8,3.4,0.0,316,0.5,0.1,83.2,0.025,,Normal Fat
878,tangerine,0.07,60.8,0.6,1.4,40,0.097,0.05,10.1,0.11666666666666668,0.05000000000000001,Normal Fat
879,prunes,0.057,118.3,2.6,0.0,237,0.3,0.1,62.3,0.021923076923076924,,Normal Fat
880,lemon peel,0.057,5.934,0.032,0.2,1,0.024,0.095,0.3,1.78125,0.285,Normal Fat
881,banana,0.2,41.084,1.6,3.9,134,0.096,0.1,34.3,0.125,0.05128205128205129,Normal Fat
882,raspberries,0.005,2.207,0.1,0.7,5,0.063,0.098,1.2,0.049999999999999996,0.0071428571428571435,Normal Fat
883,apricot,0.03,5.334,0.5,0.7,17,0.099,0.028,3.9,0.06,0.04285714285714286,Normal Fat
884,strawberry guava,0.039,4.931,0.01,0.3,4,0.004,0.041,1.0,3.9,0.13,Normal Fat
885,kiwifruit green,0.095,13.588,0.8,2.1,42,0.084,0.2,10.1,0.11875,0.04523809523809524,Normal Fat
886,figs,0.068,30.4,0.4,1.5,37,0.008,0.078,9.6,0.17,0.04533333333333334,Normal Fat
887,clementine,0.0,10.954,0.6,1.3,35,0.0,0.0,8.9,0.0,0.0,Normal Fat
888,orange,0.008,28.073,1.7,4.4,86,0.099,0.005,21.6,0.004705882352941177,0.0018181818181818182,Normal Fat
889,bartlett pear,0.0,57.1,0.7,5.5,112,0.0,0.0,26.6,0.0,0.0,Normal Fat
890,red white currants,0.043,106.1,1.6,4.8,63,0.091,0.089,15.5,0.026874999999999996,0.008958333333333334,Normal Fat
891,blueberries,0.047,26.767,1.1,3.6,84,0.043,0.2,21.4,0.042727272727272725,0.013055555555555555,Normal Fat
892,mulberries,0.004,2.163,0.2,0.3,6,0.016,0.065,1.5,0.02,0.013333333333333334,Normal Fat
893,java plum,0.0,1.624,0.034,0.0,2,0.0,0.0,0.5,0.0,,Normal Fat
894,prune puree,0.038,12.709,0.4,0.6,46,0.0,0.0,11.7,0.09499999999999999,0.06333333333333334,Normal Fat
895,applesauce,0.028,30.923,0.4,2.7,102,0.036,0.09,27.5,0.06999999999999999,0.01037037037037037,Normal Fat
896,blackberries raw,0.076,97.0,2.0,7.6,62,0.03,0.4,13.8,0.038,0.01,Normal Fat
897,plum,0.062,9.21,0.5,0.9,30,0.003,0.022,7.5,0.124,0.06888888888888889,Normal Fat
898,american grapes,0.029,0.93,0.035,0.09,2,0.082,0.074,0.4,0.8285714285714285,0.32222222222222224,Normal Fat
899,peach,0.034,18.643,1.4,2.3,59,0.1,0.1,14.3,0.02428571428571429,0.014782608695652176,Normal Fat
900,honeydew melon,0.055,61.5,1.0,1.4,64,0.049,0.1,16.1,0.055,0.03928571428571429,Normal Fat
901,yellow plantain fried,3.1,100.5,2.4,5.4,399,3.9,3.8,68.9,1.2916666666666667,0.5740740740740741,Normal Fat
902,rose hips,0.0,838.4,2.0,30.6,206,0.0,0.0,48.5,0.0,0.0,Normal Fat
903,lemons,0.063,53.9,0.6,1.6,17,0.046,0.031,5.4,0.10500000000000001,0.039375,Normal Fat
904,lime,0.087,51.6,0.5,1.9,20,0.002,0.095,7.1,0.174,0.045789473684210526,Normal Fat
905,pomegranate,0.2,36.33,2.4,5.6,117,0.1,0.1,26.4,0.08333333333333334,0.03571428571428572,Normal Fat
906,gooseberries,0.001,24.2,1.3,6.5,66,0.06,0.5,15.3,0.0007692307692307692,0.00015384615384615385,Normal Fat
907,asian pear,0.009,27.8,0.6,4.4,51,0.091,0.091,13.0,0.015,0.002045454545454545,Normal Fat
908,abiyuch,0.065,201.0,3.4,12.1,157,0.0,0.0,40.1,0.01911764705882353,0.005371900826446281,Normal Fat
909,horned melon kiwano,0.0,62.8,3.7,0.0,92,0.0,0.0,15.8,0.0,,Normal Fat
910,fruit walnut salad mcdonalds,1.8,618.0,4.8,0.0,312,2.1,8.5,43.8,0.375,,Normal Fat
911,grapefruit,0.092,16.592,1.0,2.0,53,0.048,0.006,13.3,0.092,0.046,Normal Fat
912,japanese persimmon,0.089,38.927,1.0,6.0,118,0.077,0.086,31.2,0.089,0.014833333333333332,Normal Fat
913,wild raspberries,0.0,111.6,1.5,9.8,81,0.0,0.0,18.0,0.0,0.0,Normal Fat
914,pink lady apple,0.0,4.1,0.1,0.0,18,0.0,0.0,3.9,0.0,,Normal Fat
915,maraschino cherries,0.06,5.19,0.06,0.2,8,0.015,0.033,2.1,1.0,0.3,Normal Fat
916,black currants,0.019,285.3,1.6,0.0,71,0.081,0.2,17.2,0.011874999999999998,,Normal Fat
917,plantain cooked,0.1,73.8,1.2,3.5,179,0.02,0.052,48.0,0.08333333333333334,0.028571428571428574,Normal Fat
918,crab apple,0.064,51.6,0.4,0.0,84,0.022,0.018,21.9,0.16,,Normal Fat
919,pom potes materne,0.2,0.4,0.0,0.0,19,4.8,3.8,0.2,inf,,Normal Fat
920,apple,0.043,30.438,0.5,4.4,95,0.002,0.094,25.1,0.086,0.009772727272727271,Normal Fat
921,cantaloupe melon,0.071,17.939,1.5,1.6,60,0.079,0.1,14.4,0.04733333333333333,0.04437499999999999,Normal Fat
922,prickly pear cooked,0.0,2.226,0.091,0.0,7,0.0,0.0,1.6,0.0,,Normal Fat
923,guava,0.1,12.956,1.4,3.0,37,0.054,0.2,7.9,0.07142857142857144,0.03333333333333333,Normal Fat
924,strawberries,0.057,10.261,0.01,0.2,4,0.06,0.036,0.9,5.7,0.285,Normal Fat
925,japanese persimmon dried,0.0,39.4,0.5,4.9,93,0.0,0.0,25.0,0.0,0.0,Normal Fat
926,watermelon,0.026,25.025,1.7,1.1,86,0.1,0.1,21.6,0.015294117647058823,0.023636363636363632,Normal Fat
927,elderberries,0.005,148.2,1.0,10.2,106,0.1,0.4,26.7,0.005,0.0004901960784313725,Normal Fat
928,kumquat,0.063,4.882,0.4,1.2,13,0.037,0.042,3.0,0.1575,0.052500000000000005,Normal Fat
929,orange peel,0.046,20.111,0.093,0.6,6,0.073,0.07,1.5,0.4946236559139785,0.07666666666666667,Normal Fat
930,pokeberry shoots cooked,0.0,236.9,3.8,2.5,33,0.0,0.0,5.1,0.0,0.0,Normal Fat
931,breadfruit,0.1,73.872,2.4,10.8,227,0.05,0.1,59.7,0.04166666666666667,0.009259259259259259,Normal Fat
932,pear,0.019,57.4,0.6,5.5,101,0.1,0.2,27.1,0.03166666666666667,0.0034545454545454545,Normal Fat
933,sour cherries,0.069,15.607,1.0,1.6,52,0.023,0.09,12.5,0.069,0.043125000000000004,Normal Fat
934,plantain raw,0.3,102.4,2.3,3.0,218,0.002,0.1,57.1,0.13043478260869565,0.09999999999999999,Normal Fat
935,blackberries frozen,0.017,83.4,1.8,7.6,97,0.006,0.4,23.7,0.009444444444444445,0.002236842105263158,Normal Fat
936,cherries,0.053,1.715,0.068,0.2,5,0.093,0.047,1.3,0.7794117647058822,0.26499999999999996,Normal Fat
937,plantain fried,0.2,3.85,0.023,0.2,16,0.2,0.1,2.6,8.695652173913045,1.0,Normal Fat
938,carambola starfruit,0.077,9.403,0.9,2.4,26,0.01,0.2,5.7,0.08555555555555555,0.03208333333333333,Normal Fat
